scientific_name,common_name,city,state,count,mean_h
Acer platanoides,Crimson king maple,Buffalo,New York,1877,
Ulmus parvifolia,Chinese elm,New Orleans,Louisiana,1877,
Nyssa,Tupelo,Portland,Oregon,1873,
Magnolia,Deciduous magnolia,Portland,Oregon,1868,
Nerium oleander,Oleander,San Diego,California,1851,
Citrus sinensis,Orange,Los Angeles,California,1851,
Celtis occidentalis,Common hackberry,Columbus,Ohio,1849,
Washingtonia robusta,Mexican fan palm,Las Vegas,Nevada,1844,
Acer freemanii,Freeman maple,St. Louis,Missouri,1842,
Fraxinus pennsylvanica,Green ash,Colorado Springs,Colorado,1840,
Pinus edulis,Pinyon pine,Denver,Colorado,1834,
Acer truncatum,Norwegian sunset maple,Seattle,Washington,1825,
Trachycarpus fortunei,Windmill palm,Los Angeles,California,1824,
Fraxinus velutina,Tex ash fan,Las Vegas,Nevada,1816,
Prunus yedoensis,Yoshino cherry,Washington DC,District of Columbia,1815,
Acer rubrum,Red maple,Orlando,Florida,1814,
Platanus acerifolia,London plane,Denver,Colorado,1814,
Acer rubrum,Red maple,Stockton,California,1812,
Pinus pinea,Italian stone pine,Los Angeles,California,1811,
Acer saccharum,Sugar maple,Louisville,Kentucky,1810,
Acer rubrum,Red maple,Rochester,New York,1809,
Prunus,Cherry (snowgoose),Washington DC,District of Columbia,1808,
Ulmus,Elm,Madison,Wisconsin,1804,
Cupressus macrocarpa,Monterey cypress,San Francisco,California,1804,
Pinus sylvestris,Scotch pine,Denver,Colorado,1798,
Magnolia virginiana,Florida sweet bay magnolia bay,New Orleans,Louisiana,1795,
Fraxinus holotricha,Moraine ash,Stockton,California,1794,
Acer macrophyllum,Bigleaf maple,Seattle,Washington,1794,
Robinia pseudoacacia,Black locust,New York,New York,1784,
Syringa reticulata,Japanese tree lilac,Madison,Wisconsin,1779,
Liquidambar styraciflua,Sweetgum,Irvine,California,1773,
Pittosporum crassifolium,Karo tree,San Francisco,California,1771,
Cercidiphyllum japonicum,Katsura tree,Seattle,Washington,1765,
Platanus acerifolia,London plane (tree),Seattle,Washington,1744,
Salix,Willow,Detroit,Michigan,1735,
Quercus rubra,Northern red oak,Sacramento,California,1733,
Tristaniopsis laurina,Leaf tristania small,San Francisco,California,1728,
Taxodium distichum,Bald cypress,Cape Coral,Florida,1724,
Ulmus,Hybrid elm,St. Louis,Missouri,1720,
Pistacia chinensis,Chinese pistachio,Washington DC,District of Columbia,1710,
Syagrus romanzoffianum,Queen palm,Anaheim,California,1706,
Ilex,Holly,Orlando,Florida,1693,
Syagrus romanzoffiana,Queen palm,New Orleans,Louisiana,1690,
Quercus lyrata,Overcup oak,Washington DC,District of Columbia,1690,
Quercus alba,White oak,New York,New York,1686,
Quercus palustris,Pin oak,Louisville,Kentucky,1678,
Acer saccharinum,Silver maple,Madison,Wisconsin,1677,
Jacaranda mimosifolia,Jacaranda,Anaheim,California,1676,
Geijera parviflora,Willow,Rancho Cucamonga,California,1675,
Quercus palustris,Pin oak,Pittsburgh,Pennsylvania,1672,98.902
Ulmus crassifolia,Cedar elm,Houston,Texas,1670,
Cinnamomum camphora,Camphor tree,Stockton,California,1670,
Archontophoenix cunninghamiana,King palm,Huntington Beach,California,1665,6.371
Pyrus calleryana,Callery pear,Grand Rapids,Michigan,1662,
Syagrus romanzoffiana,Palm,Rancho Cucamonga,California,1648,
Crataegus,Hawthorn,Denver,Colorado,1647,
Quercus robur,English oak,New York,New York,1644,
Lophostemon confertus,Brisbane box,Garden Grove,California,1643,112.972
Phoenix canariensis,Canary island date palm,San Diego,California,1642,
Magnolia,Evergreen magnolia,Portland,Oregon,1639,
Grevillea robusta,Silk oak,Los Angeles,California,1637,
Quercus macrocarpa,Burr oak,Houston,Texas,1634,
Melaleuca quinquenervia,Cajeput,San Francisco,California,1634,
Liquidambar styraciflua,Sweetgum,Washington DC,District of Columbia,1633,
Myoporum laetum,Myoporum,San Francisco,California,1631,
Ginkgo biloba,Ginkgo,Baltimore,Maryland,1623,91.037
Liquidambar styraciflua,American sweetgum,Columbus,Ohio,1622,
Malus,Crabapple,Buffalo,New York,1611,
Lophostemon confertus,Brisbane box,Anaheim,California,1609,
Cercidiphyllum japonicum,Katsura,Portland,Oregon,1604,
Taxodium distichum,Bald cypress,Plano,Texas,1598,
Cordyline australis,Dracena palm,San Francisco,California,1597,
Ulmus pumila,Siberian elm,New York,New York,1595,
Ulmus americana,American elm,Baltimore,Maryland,1587,104.418
Lagerstroemia indica,Common crapemyrtle,Baltimore,Maryland,1584,35.294
Washingtonia robusta,Mexican fan palm,Ontario,California,1584,
Gleditsia triacanthos,Honeylocust,Buffalo,New York,1572,
Ficus nitida,Laurel fig,San Francisco,California,1571,
Quercus agrifolia,California live oak coastal live oak,Irvine,California,1570,
Thuja plicata,Western red cedar,Seattle,Washington,1569,
Celtis occidentalis,Hackberrycommon,Sioux Falls,South Dakota,1569,133.822
Tilia americana,American linden,Aurora,Colorado,1562,
Cornus florida,Flowering dogwood,New York,New York,1552,
Amelanchier grandiflora,Autumn brilliance serviceberry,Seattle,Washington,1550,
Prunus,Cherry,Columbus,Ohio,1548,
Ulmus carpinifolia,Christine buisman elm,Buffalo,New York,1539,
Acer rubrum,Red maple,Louisville,Kentucky,1538,
Washingtonia robusta,Mexican fan palm,Sacramento,California,1535,
Acer saccharum,Sugar maple,Denver,Colorado,1531,
Chamaecyparis,False cypress,Portland,Oregon,1529,
Prunus cerasifera,Leaf plum purple,Stockton,California,1521,
Morus alba,White mulberry,Baltimore,Maryland,1519,79.613
Pinus nigra,Austrian pine,Aurora,Colorado,1517,
Carpinus caroliniana,American hornbeam,New York,New York,1517,
Liquidambar styraciflua,American sweet gum,San Francisco,California,1502,
Acer platanoides,Deborah schwedler maple,Buffalo,New York,1497,
Acer campestre,Hedge maple,Rochester,New York,1497,
Archontophoenix,King palm,Los Angeles,California,1495,
Quercus shumardii,Schumard's oak,New York,New York,1487,
Acacia stenophylla,Shoestring acacia,Las Vegas,Nevada,1483,
Vitex agnus-castus,Chaste tree,Las Vegas,Nevada,1478,
Styphnolobium japonicum,Japanese pagodatree,Baltimore,Maryland,1476,93.402
Syringa reticulata,Lilac,Washington DC,District of Columbia,1475,
Ginkgo biloba,Ginkgo,St. Louis,Missouri,1474,
Ulmus,Elm,Washington DC,District of Columbia,1472,
Quercus coccinea,Scarlet oak,New York,New York,1465,
Acer saccharum,Sugar maple,Rochester,New York,1465,
Cercis canadensis,Eastern redbud,Huntington Beach,California,1464,12.487
Acer tataricum,Tatarian maple,Denver,Colorado,1461,
Pinus,Pine,Sacramento,California,1461,
Quercus rubra,Red oak,Houston,Texas,1460,
Quercus alba,White oak,Baltimore,Maryland,1460,151.098
Cercis,Redbud,Portland,Oregon,1457,
Lophostemon confertus,Brisbane box,Huntington Beach,California,1453,15.594
Ficus retusa,Banyan fig,San Francisco,California,1448,
Acer ginnala,Amur maple,Denver,Colorado,1446,
Tilia americana,American linden,Baltimore,Maryland,1442,94.539
Cupaniopsis anacardioides,Carrotwood,Garden Grove,California,1438,111.555
Liquidambar styraciflua,American sweetgum,Anaheim,California,1433,
Cupaniopsis anacardioides,Carrotwood,Huntington Beach,California,1431,23.677
Quercus bicolor,Swamp white oak,Baltimore,Maryland,1430,50.839
Quercus alba,White oak,Grand Rapids,Michigan,1419,
Malus,Crabapple,Overland Park,Kansas,1415,
Pseudotsuga menziesii,Douglas fir,Seattle,Washington,1413,
Gleditsia triacanthos,Honey locust,Portland,Oregon,1412,
Gleditsia triacanthos,Honeylocust,Milwaukee,Wisconsin,1411,
Koelreuteria paniculata,Goldenrain,Rancho Cucamonga,California,1409,
Quercus shumardii,Shumard oak,Orlando,Florida,1404,
Fraxinus pennsylvanica,Green ash,Louisville,Kentucky,1404,
Rhamnus cathartica,Buckthorn,Denver,Colorado,1402,
Prunus pissardii,Leaf plum purple,Los Angeles,California,1401,
Juniperus chinensis,Juniper,San Francisco,California,1395,
Lagerstroemia indica,Common crapemyrtle,Irvine,California,1390,
Callistemon viminalis,Weeping bottle brush,Los Angeles,California,1384,
Washingtonia robusta,Mexican fan palm,Orlando,Florida,1384,
Quercus acutissima,Sawtooth oak,Washington DC,District of Columbia,1383,
Sabal palmetto,Cabbage palm,Tampa,Florida,1381,77.63
Podocarpus gracilior,Fern pine,Los Angeles,California,1380,
Acer rubrum,Red maple,New Orleans,Louisiana,1379,
Platanus occidentalis,American sycamore,Washington DC,District of Columbia,1372,
Acer saccharinum,Silver maple,Los Angeles,California,1371,
Platanus occidentalis,American sycamore,St. Louis,Missouri,1370,
Prunus persica,Peach,Los Angeles,California,1370,
Acer truncatum,Pacific sunset maple,Columbus,Ohio,1363,
Clerodendrum,Glorybower,Portland,Oregon,1359,
Thuja occidentalis,Northern white cedar,Denver,Colorado,1358,
Pyrus calleryana,Callery pear,Overland Park,Kansas,1357,
Fraxinus pennsylvanica,Green ash,Milwaukee,Wisconsin,1356,
Juglans regia,English walnut,Los Angeles,California,1354,
Prunus cerasifera,Cherry plum,Sacramento,California,1354,
Pinus canariensis,Canary island pine,Huntington Beach,California,1352,28.688
Liquidambar styraciflua,Sweetgum,Houston,Texas,1352,
Ulmus parvifolia,Chinese elm,San Diego,California,1349,
Liquidambar L.,Rotundiloba sweetgum,Washington DC,District of Columbia,1343,
Pistacia chinensis,Chinese pistache,Ontario,California,1343,
Liriodendron tulipifera,Tuliptree,Baltimore,Maryland,1342,150.435
Thuja plicata,Western redcedar,Portland,Oregon,1341,
Schinus molle,California peppertree,Irvine,California,1341,
Acer campestre,Hedge maple,Washington DC,District of Columbia,1341,
Ficus microcarpa,Indian laurel fig,San Diego,California,1333,
Cinnamomum camphora,Camphor tree,Irvine,California,1333,
Platanus acerifolia,London planetree,Buffalo,New York,1328,
Quercus velutina,Black oak,New York,New York,1327,
Pyrus calleryana,Callery pear,Buffalo,New York,1325,
Nyssa sylvatica,Blackgum,Baltimore,Maryland,1325,49.745
Ulmus pumila,Siberian elm,Aurora,Colorado,1324,
Cupaniopsis anacardioides,Carrotwood,Anaheim,California,1318,
Gymnocladus dioicus,Kentucky coffeetree,Washington DC,District of Columbia,1317,
Zelkova serrata,Japanese zelkova,Rochester,New York,1316,
Eucalyptus camaldulensis,Red gum,Los Angeles,California,1313,
Malus,Flowering crabapple,Pittsburgh,Pennsylvania,1310,32.382
Platanus,Planetree,Portland,Oregon,1300,
Picea pungens,Sprucecolorado,Sioux Falls,South Dakota,1289,90.599
Acer negundo,Boxelder,Denver,Colorado,1287,
Magnolia soulangeana,Saucer magnolia,New Orleans,Louisiana,1287,
Pyrus calleryana,Chanticleer pear,Aurora,Colorado,1284,
Pistacia chinensis,Chinese pistache,New Orleans,Louisiana,1282,
Koelreuteria paniculata,Goldenrain tree,Denver,Colorado,1281,
Prosopis chilensis,Chilean mesquite,Las Vegas,Nevada,1280,
Populus,Cottonwood,Detroit,Michigan,1276,
Cupressus sempervirens,Italian cypress,Sacramento,California,1267,
Cornus,Dogwood,Seattle,Washington,1265,
Taxodium distichum,Bald cypress,New York,New York,1261,
Eucalyptus,Red ironbark,San Diego,California,1260,
Picea,Spruce,Portland,Oregon,1259,
Ginkgo biloba,Ginkgo,Washington DC,District of Columbia,1259,
Quercus bicolor,Swamp white oak,Buffalo,New York,1258,
Cercis canadensis,Eastern redbud,Columbus,Ohio,1256,
Rhamnus purshiana,Cascara,Portland,Oregon,1255,
Pittosporum rhombifolium,Queensland pittosporum,Los Angeles,California,1255,
Aesculus,Horsechestnut,Portland,Oregon,1254,
Quercus coccinea,Scarlet oak,Seattle,Washington,1253,
Tilia euchlora,Crimean linden,Buffalo,New York,1248,
Carya illinoinensis,Pecan,Plano,Texas,1246,
Juniperus virginiana,Eastern red cedar,Houston,Texas,1245,
Cupaniopsis anacardioides,Carrotwood,Irvine,California,1244,
Prunus cerasifera,Flowering plum,Denver,Colorado,1242,
Quercus virginiana,Live oak,Dallas,Texas,1238,
Pinus elliottii,Slash pine,Tampa,Florida,1236,131.66
Quercus palustris,Pin oak,Columbus,Ohio,1228,
Aesculus hippocastanum,Common horsechestnut,Buffalo,New York,1226,
Platanus acerifolia,London plane,Anaheim,California,1225,
Schinus molle,California pepper,Ontario,California,1224,
Acer saccharum,Maplsugar,Sioux Falls,South Dakota,1220,112.027
Quercus ilex,Holly oak,Anaheim,California,1219,
Eucalyptus robusta,Swamp mahogony,Los Angeles,California,1218,
Ginkgo biloba,Ginkgo,Pittsburgh,Pennsylvania,1218,69.823
Koelreuteria bipinnata,Chinese flame tree,Los Angeles,California,1217,
Populus hybrid,Hybrid cottonwood,Denver,Colorado,1213,
Acer saccharinum,Silver maple,Overland Park,Kansas,1213,
Quercus rubra,Northern red oak,Buffalo,New York,1212,
Fraxinus,Ash,Plano,Texas,1208,
Eucalyptus sideroxylon,Red ironbark,Los Angeles,California,1207,
Malus,Crabapple,Aurora,Colorado,1206,
Picea pungens,Blue spruce,Aurora,Colorado,1205,
Malus,Crabapple,Washington DC,District of Columbia,1204,
Malus,Spring snow crabapple,Denver,Colorado,1201,
Triadica sebifera,Chinese tallow tree,New Orleans,Louisiana,1201,
Acer rubrum,Red sunset red maple,Seattle,Washington,1201,
Platanus acerifolia,London planetree,Irvine,California,1195,
Ailanthus altissima,Tree of heaven,Los Angeles,California,1194,
Acer campestre,Hedge maple,Grand Rapids,Michigan,1194,
Tilia tomentosa,Silver linden,Washington DC,District of Columbia,1193,
Gleditsia triacanthos,Honey locust,Seattle,Washington,1190,
Prunus cerasifera,Leaf plum purple,Ontario,California,1188,
Ulmus parvifolia,Chinese elm,Baltimore,Maryland,1188,74.062
Persea americana,Avocado,Los Angeles,California,1187,
Catalpa speciosa,Western catalpa,Los Angeles,California,1185,
Quercus agrifolia,California live oak coastal live oak,Sacramento,California,1185,
Malus domestica,Orchard (common) apple,Seattle,Washington,1184,
Ginkgo biloba,Ginkgo,Sacramento,California,1175,
Eucalyptus citriodora,Lemonscented gum,Irvine,California,1172,
Celtis occidentalis,Northern hackberry,Sacramento,California,1171,
Koelreuteria paniculata,Goldenrain tree,Washington DC,District of Columbia,1169,
Eucalyptus citriodora,Scented gum lemon,Los Angeles,California,1166,
Ulmus parvifolia,Chinese elm,Ontario,California,1163,
Melaleuca citrina,Lemon bottlebrush,Huntington Beach,California,1161,16.113
Melia azedarach,Chinaberry,Houston,Texas,1159,
Morus,Mulberry,New York,New York,1157,
Fraxinus pennsylvanica,Green ash,Houston,Texas,1154,
Magnolia grandiflora,Southern magnolia,Sacramento,California,1151,
Carpinus caroliniana,American hornbeam,Seattle,Washington,1151,
Jacaranda mimosifolia,Jacaranda,Ontario,California,1149,
Carpinus betulus,European hornbeam,Seattle,Washington,1145,
Prunus laurocerasus,Cherry laurel,Houston,Texas,1144,
Quercus,Oak,Washington DC,District of Columbia,1143,
Olea,Olive fruitless,San Diego,California,1135,
Acer palmatum,Japanese maple,New York,New York,1130,
Carpinus betulus,European hornbeam,Columbus,Ohio,1128,
Pseudotsuga menziesii,Douglas fir,Denver,Colorado,1128,
Acer platanoides,Norway maple,St. Louis,Missouri,1127,
Acer saccharinum,Silver maple,Washington DC,District of Columbia,1126,
Koelreuteria paniculata,Goldenrain tree,Los Angeles,California,1124,
Pistacia chinensis,Chinese pistache,Anaheim,California,1123,
Cercis canadensis,Redbud,Rancho Cucamonga,California,1121,
Schinus terebinthifolius,Brazilian pepper,Huntington Beach,California,1121,24.71
Fraxinus americana,White ash,New York,New York,1121,
Ulmus americana,Princeton elm,Washington DC,District of Columbia,1120,
Tilia americana,American linden,Washington DC,District of Columbia,1118,
Jacaranda mimosifolia,Jacaranda,San Francisco,California,1118,
Quercus coccinea,Scarlet oak,Baltimore,Maryland,1117,98.566
Quercus suber,Cork oak,Sacramento,California,1117,
Crataegus monogyna,Common hawthorn,Seattle,Washington,1114,
Malus sylvestris,Flowering crabapple,St. Louis,Missouri,1112,
TipuanaÃƒâ€šÃ‚Â tipu,Tipu tree,San Diego,California,1111,
Fraxinus pennsylvanica,Green ash,Baltimore,Maryland,1111,108.457
Callistemon,Bottle brush,San Diego,California,1110,
Prunus virginiana,Chokecherry,Denver,Colorado,1109,
Cupaniopsis anacardioides,Carrotwood,Ontario,California,1108,
Quercus nuttallii,Nuttall oak,Washington DC,District of Columbia,1106,
Robinia pseudoacacia,Black locust,Portland,Oregon,1105,
Pinus mugo,Sweet mountain pine,Denver,Colorado,1103,
Robinia pseudoacacia,Black locust,Baltimore,Maryland,1102,118.997
Juniperus virginiana,Eastern redcedar,New York,New York,1101,
Quercus laurifolia,Diamond oak laurel oak,Tampa,Florida,1099,122.482
Eriobotrya japonica,Edible loquat,Los Angeles,California,1099,
Pinus strobus,Eastern white pine,Baltimore,Maryland,1098,121.675
Aesculus hippocastanum,Horse chestnut,New York,New York,1096,
Morus rubra,Red mulberry,Houston,Texas,1095,
Tristaniopsis laurina,Water gum,Huntington Beach,California,1094,8.943
Fagus,Beech,Portland,Oregon,1092,
Crataegus crusgalli,Thornless hawthorn,Denver,Colorado,1089,
Cupressus sempervirens,Italian cypress,Stockton,California,1089,
Alnus rhombifolia,White alder,San Diego,California,1086,
Tabebuia avellanedae,Lavender trumpet tree,Los Angeles,California,1086,
Celtis occidentalis,Common hackberry,Louisville,Kentucky,1086,
Carpinus caroliniana,Ironwood,Washington DC,District of Columbia,1085,
Juniperus,Juniper,Denver,Colorado,1085,
Syringa reticulata,Lilac tree,Portland,Oregon,1085,
Quercus stellata,Post oak,Houston,Texas,1085,
Ostrya virginiana,American hophornbeam,New York,New York,1081,
Ginkgo biloba,Maidenhair tree,Los Angeles,California,1076,
Liriodendron tulipifera,Poplar tulip,New York,New York,1076,
Schinus terebinthifolius,Brazilian pepper,San Francisco,California,1073,
Fraxinus angustifolia,Narrow leaf ash,Las Vegas,Nevada,1073,
Liriodendron tulipifera,Tulip poplar,Washington DC,District of Columbia,1068,
Populus sargentii,Plains cottonwood,Aurora,Colorado,1068,
Brachychiton,Bottle tree,San Diego,California,1067,
Quercus coccinea,Scarlet oak,Sacramento,California,1067,
Cornus mas,Cornelian cherry,New York,New York,1066,
Cupaniopsis anacardioides,Carrotwood,Rancho Cucamonga,California,1064,
Ulmus americana,American elm,Los Angeles,California,1063,
Phoenix roebelenii,Pygmy date palm,Rancho Cucamonga,California,1059,
Betula nigra,River birch,Washington DC,District of Columbia,1052,
Pinus canariensis,Canary island pine,Garden Grove,California,1049,245.093
Quercus imbricaria,Shingle oak,New York,New York,1049,
Ceratonia siliqua,Carob,San Diego,California,1048,
Cedrus,Cedar,Houston,Texas,1038,
Ulmus americana,Jefferson elm,Washington DC,District of Columbia,1038,
